predicted_probabilities,predicted,actual
0.00036842152,0,0
0.00063339097,0,0
0.0005121312,0,0
0.00030740528,0,0
0.00044840237,0,0
0.00040775636,0,0
0.14175248,1,1
0.04357636,1,0
0.00054250855,0,0
0.0014336816,0,0
0.01142835,1,1
0.0064585987,1,0
0.056407966,1,1
0.0016221723,0,0
0.18505025,1,1
0.12506837,1,1
0.0010613662,0,0
0.042120285,1,0
0.0033307231,0,1
0.001247467,0,0
0.019699454,1,0
0.21547864,1,1
0.0011273936,0,0
0.0006072014,0,0
0.007967767,1,0
0.0009572907,0,0
0.10455034,1,1
0.112415604,1,1
0.008377398,1,0
0.03179922,1,1
0.0040682806,1,0
0.2047519,1,1
0.09879963,1,1
0.0003637773,0,0
0.0011569071,0,0
0.00097049697,0,0
0.021037042,1,1
0.0005524526,0,0
0.0004542631,0,0
0.0009289406,0,0
0.03666113,1,0
0.00041327137,0,0
0.014409473,1,0
0.0013075946,0,0
0.000638299,0,0
0.00034107565,0,0
0.0002267831,0,0
0.00087361445,0,0
0.13360262,1,1
0.00022175569,0,0
0.00085504353,0,0
0.0002569883,0,0
0.0022848067,0,0
0.0017486645,0,0
0.0012113273,0,0
0.0018339911,0,0
0.0006071265,0,0
0.00029391146,0,0
0.0005688762,0,0
0.030321712,1,0
0.0004196779,0,0
0.3716031,1,1
0.00063336774,0,0
0.20430608,1,1
0.0008724153,0,0
0.0017714165,0,0
0.00094592053,0,0
0.056424282,1,1
0.0006030561,0,0
0.023819856,1,0
0.17086689,1,0
0.19515675,1,0
0.0016579301,0,0
0.04187975,1,0
0.0002874002,0,0
0.00044808298,0,0
0.0012567623,0,0
0.00049747614,0,0
0.00025337347,0,0
0.00033729526,0,0
0.008407577,1,0
0.0009331138,0,0
0.074970044,1,0
0.1356673,1,1
0.0013915707,0,0
0.29886281,1,1
0.0012015308,0,0
0.062426817,1,1
0.10413377,1,0
0.1461593,1,1
0.028808042,1,1
0.078011006,1,1
0.0004941247,0,0
0.014675923,1,0
0.09156498,1,1
0.00069737085,0,0
0.28709173,1,1
0.00058980775,0,0
0.017480608,1,0
0.0014440811,0,0
0.000359943,0,0
0.026506227,1,0
0.0018918081,0,0
0.12245583,1,1
0.034757752,1,0
0.3317846,1,1
0.017479395,1,0
0.09394252,1,1
0.0015724322,0,0
0.09045558,1,1
0.0013214515,0,0
0.044828665,1,0
0.016491624,1,0
0.01902074,1,0
0.001197287,0,0
0.5481636,1,1
0.011305398,1,0
0.00092319516,0,0
0.016434805,1,0
0.0006965024,0,0
0.05860914,1,0
0.016110597,1,0
0.0006949731,0,0
0.11776605,1,1
0.00081608543,0,0
0.06470507,1,1
0.03424003,1,1
0.1658023,1,0
0.090015486,1,0
0.00076751545,0,0
0.0014664005,0,0
0.029623192,1,0
0.0010077318,0,0
0.03133459,1,1
0.05170731,1,1
0.00044598387,0,0
0.00037004106,0,0
0.0016879571,0,0
0.02823406,1,0
0.0007363061,0,0
0.07037775,1,1
0.15268761,1,1
0.018361153,1,1
0.031177897,1,1
0.00069221144,0,0
0.0010748872,0,0
0.014355444,1,0
0.000326218,0,0
0.00046367993,0,0
0.00064750935,0,0
0.16852257,1,0
0.00088709546,0,0
0.00076895475,0,0
0.00086554873,0,0
0.26566204,1,1
0.00065050647,0,0
0.00031255474,0,0
0.20200133,1,1
0.0048229313,1,0
0.00057499355,0,0
0.000535038,0,0
0.0003605041,0,0
0.0007295541,0,0
0.010479673,1,0
0.0019718364,0,0
0.034019988,1,1
0.026797386,1,0
0.00042099878,0,0
0.07722796,1,0
0.00045993924,0,0
0.00039639056,0,0
0.00050534145,0,0
0.0011233082,0,0
0.019861862,1,1
0.00075309374,0,0
0.07748792,1,0
0.0010878169,0,0
0.00088934496,0,0
0.023763053,1,0
0.0016227267,0,0
0.0098906085,1,0
0.0005067463,0,0
0.00070916774,0,0
0.078349255,1,0
0.072463065,1,0
0.036260277,1,1
0.53888816,1,1
0.0011593949,0,0
0.0102491975,1,0
0.12891695,1,1
0.15794116,1,1
0.0006034036,0,0
0.00057365437,0,0
0.00068419025,0,0
0.00040488134,0,0
0.0005152318,0,0
0.06920348,1,1
0.038145527,1,0
0.0005455454,0,0
0.0012132035,0,0
0.001854789,0,0
0.22181822,1,1
0.21073452,1,1
0.0020846585,0,0
0.124599315,1,1
0.0002568543,0,0
0.00057798374,0,0
0.008899175,1,0
0.00026861113,0,0
0.00034457401,0,0
0.008493648,1,0
0.0022866423,0,0
0.019428553,1,0
0.010799121,1,0
0.000785922,0,0
0.0007593876,0,0
0.079469115,1,0
0.00047387986,0,0
0.09987473,1,0
0.08146195,1,0
0.02935627,1,1
0.19735768,1,1
0.016861245,1,0
0.0009670486,0,0
0.1784583,1,1
0.15264381,1,1
0.00043197395,0,0
0.030142296,1,0
0.00095656863,0,0
0.055906743,1,0
0.00032952474,0,0
0.0005849219,0,0
0.21814427,1,1
0.0003513942,0,0
0.093429655,1,1
0.00086109753,0,0
0.00042708614,0,0
0.0023042294,0,0
0.09138139,1,1
0.01015464,1,0
0.000410407,0,0
0.0004947131,0,0
0.00537051,1,0
0.0012238846,0,0
0.008060703,1,1
0.2323881,1,1
0.023010937,1,0
0.0005349913,0,0
0.00034185612,0,0
0.000678472,0,0
0.03884994,1,0
0.0010502232,0,0
0.0012324824,0,0
0.047143936,1,1
0.062113564,1,1
0.0007155689,0,0
0.00043889717,0,0
0.00034351085,0,0
0.00081140193,0,0
0.00030513038,0,0
0.00047572207,0,0
0.008570976,1,0
0.00032447174,0,0
0.00063746184,0,0
0.0003180429,0,0
0.00065503205,0,0
0.00064409984,0,0
0.00042427387,0,0
0.00055812503,0,0
0.00080833357,0,0
0.00021229182,0,0
0.0067455806,1,0
0.10738348,1,0
0.030469332,1,1
0.0033273879,0,0
0.0005903052,0,0
0.007394036,1,0
0.0004183125,0,0
0.00046402193,0,0
0.2620205,1,1
0.22938968,1,1
0.008954811,1,0
0.000812997,0,0
0.20330073,1,1
0.0004249502,0,0
0.020455156,1,0
0.0005401022,0,0
0.12799807,1,1
0.28710818,1,1
0.00036649345,0,0
0.0014627506,0,0
0.0035248972,0,0
0.2025218,1,1
0.06803989,1,0
0.0004679704,0,0
0.0011169779,0,0
0.0007209593,0,0
0.015601785,1,1
0.0014423927,0,0
0.00047724548,0,0
0.00074461626,0,0
0.0005313676,0,0
0.03292879,1,0
0.42099503,1,1
0.00042515362,0,0
0.00065070984,0,0
0.0019322628,0,0
0.0005707861,0,0
0.0010903125,0,0
0.09590819,1,0
0.0003990552,0,0
0.0008619853,0,0
0.0015735362,0,0
0.0005862902,0,0
0.00048615088,0,0
0.031328626,1,0
0.0005938609,0,0
0.016477438,1,1
0.19147421,1,1
0.030998504,1,0
0.34703198,1,1
0.016661985,1,0
0.00044759735,0,0
0.00047097367,0,0
0.00034247377,0,0
0.00048349478,0,0
0.00068049436,0,0
0.14278692,1,1
0.002286427,0,0
0.0009008431,0,0
0.0004980099,0,0
0.00050428044,0,0
0.00081518694,0,0
0.000621079,0,0
0.0014949156,0,0
0.0716313,1,1
0.08383947,1,1
0.00033827018,0,0
0.10664793,1,1
0.0007298962,0,0
0.00058643916,0,0
0.0005762022,0,0
0.00097408704,0,0
0.0010820465,0,0
0.0006755634,0,0
0.16157062,1,1
0.000553141,0,0
0.0009027133,0,0
0.016503772,1,0
0.0010961588,0,0
0.052230563,1,0
0.19354393,1,1
0.020231185,1,0
0.08618826,1,1
0.0534095,1,0
0.00089191797,0,0
0.0005772606,0,0
0.0010279464,0,0
0.0010205124,0,1
0.0590071,1,0
0.034409057,1,0
0.0008998373,0,0
0.030812087,1,0
0.00042370154,0,0
0.0012459601,0,0
0.00043680967,0,0
0.0006456108,0,0
0.038468134,1,0
0.0012436251,0,0
0.012068922,1,0
0.012531631,1,0
0.0004331097,0,0
0.0006122972,0,0
0.0004142626,0,0
0.01608058,1,0
0.001858113,0,0
0.0032768783,0,0
0.00041605678,0,0
0.00044024287,0,0
0.00041739494,0,0
0.00070667325,0,0
0.073130295,1,1
0.0013234611,0,0
0.0005269186,0,0
0.026132805,1,0
0.00055015075,0,0
0.57312214,1,1
0.00045637813,0,0
0.000303589,0,0
0.0006056391,0,0
0.00048550253,0,0
0.0032966514,0,0
0.17297056,1,1
0.0005622957,0,0
0.00023312273,0,0
0.00027747249,0,0
0.119667344,1,1
0.0007222518,0,0
0.018759772,1,0
0.0008947051,0,0
0.042396706,1,0
0.00048465663,0,0
0.12155748,1,1
0.0064737624,1,0
0.22084658,1,1
0.043250527,1,1
0.091678366,1,1
0.00064550375,0,0
0.074966304,1,0
0.00047141494,0,0
0.0811981,1,1
0.11274019,1,0
0.0056761643,1,0
0.0023663603,0,0
0.09692805,1,1
0.14823738,1,1
0.49894917,1,1
0.01490572,1,0
0.003073413,0,0
0.4017618,1,1
0.19897923,1,1
0.0003698753,0,0
0.00042170752,0,0
0.0015235962,0,0
0.07065571,1,1
0.00072385074,0,0
0.0006337448,0,0
0.36618185,1,1
0.068664834,1,0
0.001093819,0,0
0.0005026993,0,0
0.001846873,0,0
0.0003501255,0,0
0.00046487973,0,0
0.0010299373,0,0
0.00096583273,0,0
0.00047232828,0,0
0.001776313,0,0
0.10510778,1,0
0.00037162696,0,0
0.0006607399,0,0
0.08340867,1,1
0.0076772436,1,0
0.077025205,1,0
0.00032903755,0,0
0.00040696145,0,0
0.3134877,1,1
0.04134313,1,0
0.094735734,1,0
0.13474621,1,0
0.0006305598,0,0
0.0020677752,0,0
0.035367105,1,0
0.00071092474,0,0
0.0007806007,0,0
0.15478443,1,1
0.00034612243,0,0
0.04594916,1,0
0.04356509,1,1
0.008945608,1,0
0.06158128,1,0
0.0018367227,0,1
0.0007403645,0,0
0.00066560274,0,0
0.018854188,1,1
0.1721861,1,1
0.024409017,1,0
0.00044194394,0,0
0.002031772,0,0
0.0005404428,0,0
0.00094443903,0,0
0.13940668,1,0
0.0007715178,0,0
0.0007365741,0,0
0.00086695765,0,0
0.023482626,1,0
0.0018088054,0,0
0.039922353,1,1
0.021470876,1,0
0.0004665578,0,0
0.00056059804,0,0
0.0003897623,0,0
0.012124128,1,0
0.033007033,1,0
0.05286065,1,0
0.09727621,1,1
0.14281604,1,1
0.00050049374,0,0
0.0010731699,0,0
0.00041814064,0,0
0.0010458545,0,0
0.00040141732,0,0
0.0014320831,0,0
0.000650787,0,0
0.0010980525,0,0
0.09303739,1,0
0.00026803347,0,0
0.35583016,1,1
0.054431457,1,0
0.0009811055,0,0
0.00028490965,0,0
0.12374219,1,1
0.0012715607,0,0
0.000679689,0,0
0.0009527272,0,0
0.0005031046,0,0
0.00037724106,0,0
0.07778314,1,0
0.00059832254,0,0
0.00042166832,0,0
0.0010765074,0,0
0.0022426685,0,0
0.00042871715,0,0
0.00058355427,0,0
0.0017519254,0,0
0.22805512,1,1
0.0005822193,0,0
0.0006197639,0,0
0.010023555,1,0
0.0009521786,0,0
0.10700153,1,0
0.040558677,1,0
0.000522596,0,0
0.0007128752,0,0
0.001322591,0,0
0.18377614,1,1
0.0005871136,0,0
0.052527893,1,0
0.0002743053,0,0
0.18947096,1,0
0.0007099951,0,0
0.2910614,1,1
0.014257921,1,0
0.0005637073,0,0
0.001375327,0,0
0.010554582,1,0
0.12608193,1,0
0.0007041449,0,0
0.0008568154,0,0
0.01149523,1,0
0.0011736266,0,0
0.0005174808,0,0
0.00048560067,0,0
0.00047392296,0,0
0.053075444,1,0
0.018550226,1,0
0.2011471,1,0
0.00028930895,0,0
0.052238658,1,0
0.0013845612,0,1
0.06984241,1,0
0.000714653,0,0
0.08247384,1,1
0.08347321,1,0
0.053704146,1,1
0.013700923,1,0
0.0013200577,0,0
0.00060212595,0,0
0.7167469,1,1
0.0009266073,0,0
0.07399342,1,0
0.15410247,1,1
0.13161606,1,1
0.009635596,1,0
0.0009676717,0,0
0.015093149,1,0
0.083322875,1,0
0.03805936,1,0
0.22312629,1,1
0.0024949186,0,0
0.20508312,1,1
0.0005386878,0,0
0.00050370366,0,0
0.12484131,1,1
0.00037098117,0,0
0.0013004817,0,0
0.0002642968,0,0
0.022760693,1,1
0.0102349715,1,0
0.08372923,1,0
0.28763622,1,1
0.09317472,1,1
0.029078618,1,0
0.00071712676,0,0
0.17782941,1,1
0.002153534,0,0
0.0012125145,0,0
0.069315106,1,0
0.00076839037,0,0
0.00050016516,0,0
0.32461685,1,1
0.17815322,1,0
0.001156701,0,0
0.054546077,1,1
0.00041625852,0,0
0.0015764935,0,0
0.0013724713,0,0
0.0004599697,0,0
0.02252154,1,0
0.21792382,1,0
0.015646923,1,0
0.042693265,1,0
0.05149916,1,0
0.0010055451,0,0
0.00029152093,0,0
0.09942266,1,0
0.001473811,0,0
0.00030717472,0,0
0.00041458476,0,0
0.05570477,1,1
0.075080074,1,1
0.04255316,1,0
0.011386895,1,1
0.00076210505,0,0
0.0014677466,0,0
0.021317087,1,0
0.0007034845,0,0
0.00023455813,0,0
0.16879636,1,1
0.0019657183,0,0
0.34878764,1,1
0.00044152976,0,0
0.019888055,1,0
0.00068588374,0,0
0.24251418,1,1
0.0007681484,0,0
0.0005923934,0,0
0.0005826242,0,0
0.00029475923,0,0
0.00043094574,0,0
0.00022930613,0,0
0.00095892843,0,0
0.3912067,1,1
0.001553023,0,0
0.0005489042,0,0
0.19238299,1,1
0.18211344,1,1
0.06401849,1,0
0.07888155,1,0
0.03282538,1,0
0.0006542993,0,0
0.0032952465,0,0
0.024606701,1,0
0.032361872,1,0
0.13454403,1,1
0.03498558,1,0
0.010478718,1,0
0.42432234,1,1
0.00073870865,0,0
0.0007523187,0,0
0.0010392388,0,0
0.112182535,1,0
0.5676883,1,1
0.45649517,1,1
0.08547754,1,0
0.0881616,1,0
0.0012083644,0,0
0.05560354,1,0
0.0010916168,0,0
0.089134224,1,1
0.6366427,1,1
0.123130076,1,1
0.00065294746,0,0
0.13980584,1,1
0.0012456267,0,0
0.00044348385,0,0
0.22703502,1,1
0.17776632,1,1
0.00082918175,0,0
0.052589014,1,1
0.0008320323,0,0
0.0014136315,0,0
0.0017431538,0,0
0.0010205042,0,0
0.092746824,1,1
0.0002956748,0,0
0.0004826033,0,0
0.00022829653,0,0
0.0059853774,1,0
0.18679677,1,1
0.057686675,1,1
0.03903673,1,1
0.0826039,1,1
0.0013144398,0,0
0.16285539,1,1
0.21611293,1,1
0.10188132,1,0
0.12926437,1,1
0.04090031,1,1
0.00058387115,0,0
0.39871144,1,1
0.00033274954,0,0
0.0012022473,0,0
0.012899369,1,0
0.0006896756,0,0
0.07504564,1,1
0.0025104221,0,0
0.0022902493,0,0
0.0008305284,0,0
0.0023059149,0,0
0.0005578854,0,0
0.23696911,1,1
0.0011981495,0,0
0.0004766183,0,0
0.00060540426,0,0
0.022228366,1,1
0.00036879437,0,0
0.23104776,1,1
0.043088637,1,1
0.072053805,1,0
0.0007668571,0,0
0.0013253266,0,0
0.0015609324,0,0
0.011156358,1,0
0.009355833,1,1
0.17044783,1,1
0.00034049083,0,0
0.00072599755,0,0
0.001893323,0,0
0.00045053993,0,0
0.04808088,1,0
0.093880355,1,0
0.001792579,0,0
0.0006444268,0,0
0.0006197905,0,0
0.00033949447,0,0
0.00052154827,0,0
0.0008035785,0,0
0.24351566,1,1
0.0007404735,0,0
0.003468928,0,0
0.0019961018,0,0
0.13512369,1,0
0.0006760841,0,0
0.0005046129,0,0
0.00076184626,0,0
0.030013504,1,0
0.0003301521,0,0
0.0012574177,0,0
0.015597164,1,0
0.01096258,1,1
0.15483595,1,1
0.0019049994,0,0
0.0013745576,0,0
0.040969227,1,0
0.082308546,1,0
0.05867833,1,1
0.0005770274,0,0
0.0009523896,0,0
0.31328064,1,1
0.00473246,1,0
0.022647008,1,0
0.00076196564,0,0
0.011439571,1,0
0.0061793057,1,0
0.09780725,1,0
0.13208503,1,1
0.00155577,0,0
0.014927846,1,0
0.0005390512,0,0
0.0121445265,1,0
0.0011284385,0,0
0.02274912,1,1
0.0012403192,0,0
0.00024762825,0,0
0.00043214878,0,0
0.00086991093,0,0
0.0260785,1,0
0.030735463,1,0
0.006811756,1,0
0.0016477212,0,0
0.03589463,1,0
0.0007009726,0,0
0.00088200433,0,0
0.20470722,1,1
0.20775914,1,1
0.0016298976,0,0
0.031365592,1,0
0.02287623,1,0
0.00039249315,0,0
0.03438356,1,1
0.051483136,1,0
0.04008656,1,0
0.00051143434,0,0
0.0006417438,0,0
0.0013328627,0,0
0.0011811362,0,0
0.26584202,1,1
0.00045943074,0,0
0.052574627,1,0
0.0032684542,0,0
0.08751697,1,1
0.10904892,1,1
0.0007192053,0,0
0.0010598283,0,0
0.15257727,1,0
0.16106525,1,0
0.036082525,1,1
0.4697395,1,1
0.00030164703,0,0
0.14057715,1,1
0.28242096,1,0
0.09013997,1,0
0.00063986465,0,0
0.016358087,1,0
0.19719642,1,0
0.00040386696,0,0
0.06370445,1,1
0.025314346,1,0
0.0002750404,0,0
0.0017848255,0,0
0.15907888,1,1
0.054783322,1,1
0.0008812231,0,0
0.1301712,1,1
0.32510674,1,1
0.0038035563,0,0
0.0007479745,0,0
0.0004212758,0,0
0.0015917905,0,0
0.00043883384,0,0
0.0008414961,0,0
0.025567193,1,1
0.00042214798,0,0
0.07077353,1,1
0.0073735523,1,1
0.00075027393,0,0
0.00052898435,0,0
0.06550568,1,0
0.0005442978,0,1
0.14943834,1,1
0.15802564,1,0
0.031175464,1,0
0.00083175086,0,0
0.17941354,1,1
0.0016687734,0,0
0.0004766317,0,0
0.10459663,1,1
0.00067644793,0,0
0.032642834,1,0
0.0011906038,0,0
0.00072208524,0,0
0.000511653,0,0
0.0012747347,0,0
0.4701585,1,1
0.15379354,1,1
0.00036064297,0,0
0.14472726,1,1
0.11969516,1,0
0.0005116218,0,0
0.0012869561,0,0
0.021270087,1,1
0.024706392,1,1
0.000704365,0,0
0.27310795,1,1
0.002262301,0,0
0.00039565572,0,0
0.1308344,1,1
0.0063368524,1,0
0.001946006,0,0
0.0005406188,0,0
0.042771503,1,0
0.00056266674,0,0
0.0007664714,0,0
0.0005844106,0,0
0.003925351,0,0
0.0007992675,0,0
0.00039307785,0,0
0.15123986,1,1
0.0010412759,0,0
0.045047533,1,1
0.0012523428,0,0
0.44356945,1,1
0.0032056267,0,0
0.0005373227,0,0
0.0007398006,0,0
0.001233701,0,0
0.13318779,1,1
0.00061250414,0,0
0.12630323,1,1
0.0005534429,0,0
0.09063479,1,1
0.00063833426,0,0
0.00046600442,0,0
0.00065772637,0,0
0.09566875,1,0
0.069474824,1,0
0.034908786,1,0
0.000692193,0,0
0.00031604015,0,0
0.024512967,1,1
0.34721938,1,1
0.0004135591,0,0
0.33571604,1,1
0.00038094586,0,0
0.0007142832,0,0
0.08065148,1,1
0.09192458,1,1
0.0002723672,0,0
0.0005213726,0,0
0.05644376,1,1
0.000539948,0,0
0.00091487385,0,0
0.0010944001,0,0
0.020979647,1,0
0.0006264377,0,0
0.021264058,1,0
0.021527015,1,0
0.07325478,1,0
0.07468348,1,1
0.023650208,1,0
0.0010246822,0,0
0.00052407157,0,0
0.0035193607,0,1
0.047876135,1,0
0.090816975,1,0
0.14549007,1,1
0.028446672,1,1
0.00047740474,0,0
0.00047809444,0,0
0.0073951343,1,0
0.0012681711,0,0
0.00643018,1,0
0.35247734,1,1
0.030139238,1,0
0.013903426,1,0
0.130578,1,1
0.067777246,1,0
0.02006938,1,0
0.0003713511,0,0
0.00069031416,0,0
0.0006812461,0,0
0.038735095,1,0
0.0004222733,0,0
0.0025732426,0,0
0.11824239,1,0
0.017614065,1,1
0.1464081,1,1
0.00078234694,0,0
0.16932589,1,0
0.09919978,1,1
0.009981864,1,0
0.022779241,1,0
0.00079711725,0,0
0.021849409,1,1
0.00069382595,0,0
0.0062736617,1,0
0.007212212,1,0
0.056388065,1,0
0.0014778564,0,0
0.03047588,1,0
0.01293014,1,0
0.0003992399,0,0
0.0005038216,0,0
0.0005111507,0,0
0.00051619357,0,0
0.0015391954,0,0
0.07225812,1,1
0.0012354719,0,0
0.0005346641,0,0
0.002206002,0,0
0.00028139082,0,0
0.08172215,1,1
0.0008034234,0,0
0.0005205729,0,0
0.12102085,1,1
0.0007603872,0,0
0.00035256933,0,0
0.027542248,1,0
0.04817443,1,1
0.00045917413,0,0
0.000496285,0,0
0.0008794968,0,0
0.08800617,1,0
0.026347786,1,0
0.0005601328,0,0
0.046556164,1,0
0.1025506,1,0
0.0010854561,0,0
0.0010772388,0,0
0.0017793635,0,0
0.0005125776,0,0
0.0005052742,0,0
0.046021204,1,0
0.0010262585,0,0
0.2249998,1,0
0.030158238,1,0
0.0034918413,0,0
0.00032178825,0,0
0.012083548,1,0
0.0006461596,0,0
0.20022535,1,1
0.040149275,1,0
0.027428053,1,0
0.0005653953,0,0
0.000762461,0,0
0.0012784657,0,0
0.0007146002,0,0
0.05303271,1,1
0.0009646051,0,0
0.0051533245,1,0
0.07679214,1,1
0.13798858,1,1
0.2776332,1,1
0.00027555114,0,0
0.0008962192,0,0
0.0003879609,0,0
0.0006919117,0,0
0.4114012,1,1
0.00140714,0,0
0.2706307,1,1
0.000708424,0,0
0.05232782,1,0
0.0010672036,0,0
0.0006876289,0,0
0.0012938417,0,0
0.0021812299,0,0
0.001273412,0,0
0.013988478,1,0
